"","X","Pollster","Dates","start_date","end_date","observations","sample_subpopulation","McCain","Obama2008","Barr","Nader","Other","Undecided","Margin","Year","State","EndDaysUntil","StartDaysUntil","MidDaysUntil","Dem2P","Rep2P","DemVote","RepVote","VoteErrorAbs","McKinney","NV","Refuse","Not.Voting","Paul","survey_house","ActualMargin","PollMargin","Romney","Obama2012","poll_slug","question_text","margin_of_error","mode","partisanship","partisan_affiliation","None","Refused","Trump","Clinton","Johnson","McMullin","MidDaysFactor","competitive","MarginError","MarginErrorAbs","VoteError","PVRepVote","PVDemVote","PVMargin"
"65",65,"Rasmussen","10/26/2008","10/26/2008","10/26/2008",500,"LV",51,46,"-","-","1","2","+5R",2008,"AZ",9,9,9,0.474,0.526,0.457,0.543,1.7,NA,NA,NA,NA,NA,"Rasmussen",-9,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-4,4,-0.017,0.552750050304883,0.447249949695117,-0.104726011572182
"66",66,"ASU/Cronkite-Eight","10/23-26/08","10/23/2008","10/26/2008",1019,"RV",46,44,"0","0","-","9","+2R",2008,"AZ",9,12,10.5,0.489,0.511,0.457,0.543,3.2,NA,NA,NA,NA,NA,"ASU/Cronkite-Eight",-9,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-7,7,-0.032,0.552750050304883,0.447249949695117,-0.104726011572182
"67",67,"Myers Res/Grove (D)","10/23-24/08","10/23/2008","10/24/2008",600,"LV",48,44,"2","3","-","3","+4R",2008,"AZ",11,12,11.5,0.478,0.522,0.457,0.543,2.1,NA,NA,NA,NA,NA,"Myers Res/Grove (D)",-9,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-5,5,-0.021,0.552750050304883,0.447249949695117,-0.104726011572182
"68",68,"Zimmerman-MrktngIntell","10/16-19/08","10/16/2008","10/19/2008",408,"LV",44,42,"2","2","-","10","+2R",2008,"AZ",16,19,17.5,0.488,0.512,0.457,0.543,3.1,NA,NA,NA,NA,NA,"Zimmerman-MrktngIntell",-9,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Weeks to Go","noncompetitive",-7,7,-0.031,0.552750050304883,0.447249949695117,-0.104726011572182
"69",69,"Rasmussen","9/29/2008","9/29/2008","9/29/2008",500,"LV",59,38,"-","-","1","2","+21R",2008,"AZ",36,36,36,0.392,0.608,0.457,0.543,6.5,NA,NA,NA,NA,NA,"Rasmussen",-9,-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 Weeks to Go","noncompetitive",12,12,0.065,0.552750050304883,0.447249949695117,-0.104726011572182
"70",70,"ASU/Cronkite-Eight","9/25-28/08","9/25/2008","9/28/2008",976,"RV",45,38,"0","1","-","15","+7R",2008,"AZ",37,40,38.5,0.458,0.542,0.457,0.543,0.1,NA,NA,NA,NA,NA,"ASU/Cronkite-Eight",-9,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 Weeks to Go","noncompetitive",-2,2,-0.001,0.552750050304883,0.447249949695117,-0.104726011572182
"71",71,"ARG","9/11-14/08","9/11/2008","9/14/2008",600,"LV",56,39,"-","-","1","3","+17R",2008,"AZ",51,54,52.5,0.411,0.589,0.457,0.543,4.6,NA,NA,NA,NA,NA,"ARG",-9,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 Weeks to Go","noncompetitive",8,8,0.046,0.552750050304883,0.447249949695117,-0.104726011572182
"72",72,"ASU/Cronkite-Eight","8/14-16/08","8/14/2008","8/16/2008",402,"RV",40,30,"0","2","-","28","+10R",2008,"AZ",80,82,81,0.429,0.571,0.457,0.543,2.8,NA,NA,NA,NA,NA,"ASU/Cronkite-Eight",-9,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 Weeks to Go","noncompetitive",1,1,0.028,0.552750050304883,0.447249949695117,-0.104726011572182
"73",73,"Mason-Dixon","8/13-15/08","8/13/2008","8/15/2008",400,"LV",47,41,"-","-","-","12","+6R",2008,"AZ",81,83,82,0.466,0.534,0.457,0.543,0.9,NA,NA,NA,NA,NA,"Mason-Dixon",-9,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 Weeks to Go","noncompetitive",-3,3,-0.009,0.552750050304883,0.447249949695117,-0.104726011572182
"74",74,"PPP (D)","7/30-31/08","7/30/2008","7/31/2008",1000,"LV",52,40,"-","-","-","8","+12R",2008,"AZ",96,97,96.5,0.435,0.565,0.457,0.543,2.2,NA,NA,NA,NA,NA,"PPP (D)",-9,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",3,3,0.022,0.552750050304883,0.447249949695117,-0.104726011572182
"75",75,"Rasmussen","7/30/2008","7/30/2008","7/30/2008",500,"LV",57,38,"-","-","2","3","+19R",2008,"AZ",97,97,97,0.4,0.6,0.457,0.543,5.7,NA,NA,NA,NA,NA,"Rasmussen",-9,-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",10,10,0.057,0.552750050304883,0.447249949695117,-0.104726011572182
"76",76,"Zogby (Internet)","6/11-30/08","6/11/2008","6/30/2008",1142,"LV",39,42,"7","2","5","5","+3D",2008,"AZ",127,146,136.5,0.519,0.481,0.457,0.543,6.2,NA,NA,NA,NA,NA,"Zogby (Internet)",-9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",-12,12,-0.062,0.552750050304883,0.447249949695117,-0.104726011572182
"77",77,"Rasmussen","6/25/2008","6/25/2008","6/25/2008",500,"LV",49,40,"-","-","6","5","+9R",2008,"AZ",132,132,132,0.449,0.551,0.457,0.543,0.8,NA,NA,NA,NA,NA,"Rasmussen",-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",0,0,0.008,0.552750050304883,0.447249949695117,-0.104726011572182
"78",78,"ASU/Cronkite-Eight","6/20-21/08","6/20/2008","6/21/2008",175,"RV",38,28,"-","-","-","34","+10R",2008,"AZ",136,137,136.5,0.424,0.576,0.457,0.543,3.3,NA,NA,NA,NA,NA,"ASU/Cronkite-Eight",-9,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",1,1,0.033,0.552750050304883,0.447249949695117,-0.104726011572182
"79",79,"Behavior Research Center","5/12-20/08","5/12/2008","5/20/2008",630,"RV",50,39,"-","-","-","11","+11R",2008,"AZ",168,176,172,0.438,0.562,0.457,0.543,1.9,NA,NA,NA,NA,NA,"Behavior Research Center",-9,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",2,2,0.019,0.552750050304883,0.447249949695117,-0.104726011572182
"80",80,"ASU/Cronkite-Eight","4/24-27/08","4/24/2008","4/27/2008",577,"RV",47,38,"-","-","-","15","+9R",2008,"AZ",191,194,192.5,0.447,0.553,0.457,0.543,1,NA,NA,NA,NA,NA,"ASU/Cronkite-Eight",-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",0,0,0.01,0.552750050304883,0.447249949695117,-0.104726011572182
"81",81,"Rasmussen","4/15/2008","4/15/2008","4/15/2008",500,"LV",57,37,"-","-","4","2","+20R",2008,"AZ",203,203,203,0.394,0.606,0.457,0.543,6.3,NA,NA,NA,NA,NA,"Rasmussen",-9,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",11,11,0.063,0.552750050304883,0.447249949695117,-0.104726011572182
"82",82,"N. Arizona U","3/30-4/8/08","3/30/2008","4/8/2008",369,"LV",55,33,"-","-","-","12","+22R",2008,"AZ",210,219,214.5,0.375,0.625,0.457,0.543,8.2,NA,NA,NA,NA,NA,"N. Arizona U",-9,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",13,13,0.082,0.552750050304883,0.447249949695117,-0.104726011572182
"83",83,"SurveyUSA","2/26-28/08","2/26/2008","2/28/2008",619,"RV",51,39,"-","-","-","10","+12R",2008,"AZ",250,252,251,0.433,0.567,0.457,0.543,2.4,NA,NA,NA,NA,NA,"SurveyUSA",-9,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",3,3,0.024,0.552750050304883,0.447249949695117,-0.104726011572182
"84",84,"ASU/Cronkite-Eight","2/21-24/08","2/21/2008","2/24/2008",552,"RV",49,38,"-","-","-","13","+11R",2008,"AZ",254,257,255.5,0.437,0.563,0.457,0.543,2,NA,NA,NA,NA,NA,"ASU/Cronkite-Eight",-9,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",2,2,0.02,0.552750050304883,0.447249949695117,-0.104726011572182
"85",85,"Rasmussen","11/28/2007","11/28/2007","11/28/2007",500,"LV",55,33,"-","-","10","2","+22R",2008,"AZ",342,342,342,0.375,0.625,0.457,0.543,8.2,NA,NA,NA,NA,NA,"Rasmussen",-9,-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",13,13,0.082,0.552750050304883,0.447249949695117,-0.104726011572182
"86",86,"Rasmussen","10/3/2007","10/3/2007","10/3/2007",500,"LV",50,36,"-","-","10","5","+14R",2008,"AZ",398,398,398,0.419,0.581,0.457,0.543,3.8,NA,NA,NA,NA,NA,"Rasmussen",-9,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",5,5,0.038,0.552750050304883,0.447249949695117,-0.104726011572182
"87",87,"ASU/Cronkite-Eight","8/23-26/07","8/23/2007","8/26/2007",738,"RV",48,34,"-","-","-","18","+14R",2008,"AZ",436,439,437.5,0.415,0.585,0.457,0.543,4.2,NA,NA,NA,NA,NA,"ASU/Cronkite-Eight",-9,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",5,5,0.042,0.552750050304883,0.447249949695117,-0.104726011572182
"88",88,"Behavior Research Center","5/24-29/07","5/24/2007","5/29/2007",628,"RV",51,37,"-","-","-","12","+14R",2008,"AZ",525,530,527.5,0.42,0.58,0.457,0.543,3.7,NA,NA,NA,NA,NA,"Behavior Research Center",-9,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",5,5,0.037,0.552750050304883,0.447249949695117,-0.104726011572182
"89",89,"N. Arizona U","4/13-19/07","4/13/2007","4/19/2007",493,"RV",54,39,"-","-","-","7","+15R",2008,"AZ",565,571,568,0.419,0.581,0.457,0.543,3.8,NA,NA,NA,NA,NA,"N. Arizona U",-9,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",6,6,0.038,0.552750050304883,0.447249949695117,-0.104726011572182
"90",90,"Behavior Research Center","3/10-21/07","3/10/2007","3/21/2007",600,"RV",57,32,"-","-","-","11","+25R",2008,"AZ",594,605,599.5,0.36,0.64,0.457,0.543,9.7,NA,NA,NA,NA,NA,"Behavior Research Center",-9,-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",16,16,0.097,0.552750050304883,0.447249949695117,-0.104726011572182
"91",91,"Behavior Research Center","1/12-22/07","1/12/2007","1/22/2007",629,"RV",56,33,"-","-","-","11","+23R",2008,"AZ",652,662,657,0.371,0.629,0.457,0.543,8.6,NA,NA,NA,NA,NA,"Behavior Research Center",-9,-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pre-Primary","noncompetitive",14,14,0.086,0.552750050304883,0.447249949695117,-0.104726011572182
"92",92,"YouGov/Polimetrix","10/18-11/1/08","10/18/2008","11/1/2008",491,"RV",53,41,"-","-","2","4","+12R",2008,"AR",3,17,10,0.436,0.564,0.399,0.601,3.7,NA,NA,NA,NA,NA,"YouGov/Polimetrix",-20,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-8,8,-0.037,0.549357482516678,0.450642517483322,-0.0975832863324629
"93",93,"ARG","10/29-31/08","10/29/2008","10/31/2008",600,"LV",51,44,"-","-","1","3","+7R",2008,"AR",4,6,5,0.463,0.537,0.399,0.601,6.4,NA,NA,NA,NA,NA,"ARG",-20,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",-13,13,-0.064,0.549357482516678,0.450642517483322,-0.0975832863324629
"94",94,"Rasmussen","10/27/2008","10/27/2008","10/27/2008",500,"LV",54,44,"-","-","1","1","+10R",2008,"AR",8,8,8,0.449,0.551,0.399,0.601,5,NA,NA,NA,NA,NA,"Rasmussen",-20,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-10,10,-0.05,0.549357482516678,0.450642517483322,-0.0975832863324629
"95",95,"DailyKos.com (D)/Research 2000","10/21-22/08","10/21/2008","10/22/2008",600,"LV",52,41,"-","-","2","5","+11R",2008,"AR",13,14,13.5,0.441,0.559,0.399,0.601,4.2,NA,NA,NA,NA,NA,"DailyKos.com (D)/Research 2000",-20,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-9,9,-0.042,0.549357482516678,0.450642517483322,-0.0975832863324629
"97",97,"Rasmussen","9/22/2008","9/22/2008","9/22/2008",500,"LV",51,42,"-","-","3","4","+9R",2008,"AR",43,43,43,0.452,0.548,0.399,0.601,5.3,NA,NA,NA,NA,NA,"Rasmussen",-20,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 Weeks to Go","noncompetitive",-11,11,-0.053,0.549357482516678,0.450642517483322,-0.0975832863324629
"98",98,"ARG","9/20-22/08","9/20/2008","9/22/2008",600,"LV",53,41,"-","-","0","5","+12R",2008,"AR",43,45,44,0.436,0.564,0.399,0.601,3.7,NA,NA,NA,NA,NA,"ARG",-20,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 Weeks to Go","noncompetitive",-8,8,-0.037,0.549357482516678,0.450642517483322,-0.0975832863324629
"99",99,"Rasmussen","7/15/2008","7/15/2008","7/15/2008",500,"LV",52,39,"-","-","1","7","+13R",2008,"AR",112,112,112,0.429,0.571,0.399,0.601,3,NA,NA,NA,NA,NA,"Rasmussen",-20,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",-7,7,-0.03,0.549357482516678,0.450642517483322,-0.0975832863324629
"100",100,"Zogby (Internet)","6/11-30/08","6/11/2008","6/30/2008",461,"LV",39,41,"4","1","8","8","+2D",2008,"AR",127,146,136.5,0.512,0.488,0.399,0.601,11.3,NA,NA,NA,NA,NA,"Zogby (Internet)",-20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",-22,22,-0.113,0.549357482516678,0.450642517483322,-0.0975832863324629
"101",101,"Rasmussen","6/12/2008","6/12/2008","6/12/2008",500,"LV",48,39,"-","-","8","5","+9R",2008,"AR",145,145,145,0.448,0.552,0.399,0.601,4.9,NA,NA,NA,NA,NA,"Rasmussen",-20,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",-11,11,-0.049,0.549357482516678,0.450642517483322,-0.0975832863324629
"102",102,"Rasmussen","5/12/2008","5/12/2008","5/12/2008",500,"LV",57,33,"-","-","6","3","+24R",2008,"AR",176,176,176,0.367,0.633,0.399,0.601,3.2,NA,NA,NA,NA,NA,"Rasmussen",-20,-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",4,4,0.032,0.549357482516678,0.450642517483322,-0.0975832863324629
"103",103,"Rasmussen","3/18/2008","3/18/2008","3/18/2008",500,"LV",59,30,"-","-","6","4","+29R",2008,"AR",231,231,231,0.337,0.663,0.399,0.601,6.2,NA,NA,NA,NA,NA,"Rasmussen",-20,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",9,9,0.062,0.549357482516678,0.450642517483322,-0.0975832863324629
"104",104,"U of Central Arkansas","3/6-11/08","3/6/2008","3/11/2008",500,"RV",43,27,"-","-","4","26","+16R",2008,"AR",238,243,240.5,0.386,0.614,0.399,0.601,1.3,NA,NA,NA,NA,NA,"U of Central Arkansas",-20,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",-4,4,0.013,0.549357482516678,0.450642517483322,-0.0975832863324629
"105",105,"SurveyUSA","2/26-28/08","2/26/2008","2/28/2008",586,"RV",53,33,"-","-","-","14","+20R",2008,"AR",250,252,251,0.384,0.616,0.399,0.601,1.5,NA,NA,NA,NA,NA,"SurveyUSA",-20,-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",0,0,0.015,0.549357482516678,0.450642517483322,-0.0975832863324629
"106",106,"YouGov/Polimetrix","10/18-11/1/08","10/18/2008","11/1/2008",999,"RV",40,55,"-","-","4","1","+15D",2008,"CA",3,17,10,0.579,0.421,0.622,0.378,4.3,NA,NA,NA,NA,NA,"YouGov/Polimetrix",24,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",9,9,0.043,0.449586795471775,0.550413204528225,0.0994786155743259
"107",107,"SurveyUSA","10/29-31/08","10/29/2008","10/31/2008",637,"LV",36,60,"-","-","2","2","+24D",2008,"CA",4,6,5,0.625,0.375,0.622,0.378,0.3,NA,NA,NA,NA,NA,"SurveyUSA",24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Last week","noncompetitive",0,0,-0.003,0.449586795471775,0.550413204528225,0.0994786155743259
"108",108,"Field","10/18-28/08","10/18/2008","10/28/2008",966,"LV",33,55,"1","1","2","8","+22D",2008,"CA",7,17,12,0.625,0.375,0.622,0.378,0.3,NA,NA,NA,NA,NA,"Field",24,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",2,2,-0.003,0.449586795471775,0.550413204528225,0.0994786155743259
"109",109,"Rasmussen","10/25/2008","10/25/2008","10/25/2008",500,"LV",34,61,"-","-","3","2","+27D",2008,"CA",10,10,10,0.642,0.358,0.622,0.378,2,NA,NA,NA,NA,NA,"Rasmussen",24,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 Weeks to Go","noncompetitive",-3,3,-0.02,0.449586795471775,0.550413204528225,0.0994786155743259
"110",110,"PPIC","10/12-19/08","10/12/2008","10/19/2008",1186,"LV",33,56,"-","-","2","9","+23D",2008,"CA",16,23,19.5,0.629,0.371,0.622,0.378,0.7,NA,NA,NA,NA,NA,"PPIC",24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Weeks to Go","noncompetitive",1,1,-0.007,0.449586795471775,0.550413204528225,0.0994786155743259
"111",111,"SurveyUSA","10/15-16/08","10/15/2008","10/16/2008",615,"LV",35,59,"-","-","3","3","+24D",2008,"CA",19,20,19.5,0.628,0.372,0.622,0.378,0.6,NA,NA,NA,NA,NA,"SurveyUSA",24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 Weeks to Go","noncompetitive",0,0,-0.006,0.449586795471775,0.550413204528225,0.0994786155743259
"112",112,"Rasmussen","10/9/2008","10/9/2008","10/9/2008",500,"LV",40,56,"-","-","1","3","+16D",2008,"CA",26,26,26,0.583,0.417,0.622,0.378,3.9,NA,NA,NA,NA,NA,"Rasmussen",24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 Weeks to Go","noncompetitive",8,8,0.039,0.449586795471775,0.550413204528225,0.0994786155743259
"113",113,"SurveyUSA","10/4-5/08","10/4/2008","10/5/2008",670,"LV",39,55,"-","-","4","2","+16D",2008,"CA",30,31,30.5,0.585,0.415,0.622,0.378,3.7,NA,NA,NA,NA,NA,"SurveyUSA",24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 Weeks to Go","noncompetitive",8,8,0.037,0.449586795471775,0.550413204528225,0.0994786155743259
"114",114,"SurveyUSA","9/23-24/08","9/23/2008","9/24/2008",661,"LV",43,53,"-","-","3","1","+10D",2008,"CA",41,42,41.5,0.552,0.448,0.622,0.378,7,NA,NA,NA,NA,NA,"SurveyUSA",24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 Weeks to Go","noncompetitive",14,14,0.07,0.449586795471775,0.550413204528225,0.0994786155743259
"115",115,"ARG","9/18-20/08","9/18/2008","9/20/2008",600,"LV",39,53,"-","-","2","6","+14D",2008,"CA",45,47,46,0.576,0.424,0.622,0.378,4.6,NA,NA,NA,NA,NA,"ARG",24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 Weeks to Go","noncompetitive",10,10,0.046,0.449586795471775,0.550413204528225,0.0994786155743259
"116",116,"PPIC","9/9-16/08","9/9/2008","9/16/2008",1157,"LV",40,50,"-","-","3","7","+10D",2008,"CA",49,56,52.5,0.556,0.444,0.622,0.378,6.6,NA,NA,NA,NA,NA,"PPIC",24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 Weeks to Go","noncompetitive",14,14,0.066,0.449586795471775,0.550413204528225,0.0994786155743259
"117",117,"Field","9/5-14/08","9/5/2008","9/14/2008",830,"LV",36,52,"1","1","1","9","+16D",2008,"CA",51,60,55.5,0.591,0.409,0.622,0.378,3.1,NA,NA,NA,NA,NA,"Field",24,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 Weeks to Go","noncompetitive",8,8,0.031,0.449586795471775,0.550413204528225,0.0994786155743259
"118",118,"Rasmussen","8/20/2008","8/20/2008","8/20/2008",500,"LV",41,54,"-","-","2","3","+13D",2008,"CA",76,76,76,0.568,0.432,0.622,0.378,5.4,NA,NA,NA,NA,NA,"Rasmussen",24,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 Weeks to Go","noncompetitive",11,11,0.054,0.449586795471775,0.550413204528225,0.0994786155743259
"119",119,"PPIC","8/12-19/08","8/12/2008","8/19/2008",1047,"LV",39,48,"-","-","3","10","+9D",2008,"CA",77,84,80.5,0.552,0.448,0.622,0.378,7,NA,NA,NA,NA,NA,"PPIC",24,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 Weeks to Go","noncompetitive",15,15,0.07,0.449586795471775,0.550413204528225,0.0994786155743259
"120",120,"Rasmussen","7/24/2008","7/24/2008","7/24/2008",500,"LV",42,52,"-","-","2","3","+10D",2008,"CA",103,103,103,0.553,0.447,0.622,0.378,6.9,NA,NA,NA,NA,NA,"Rasmussen",24,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",14,14,0.069,0.449586795471775,0.550413204528225,0.0994786155743259
"121",121,"PPIC","7/8-22/08","7/8/2008","7/22/2008",1401,"LV",35,50,"-","-","2","13","+15D",2008,"CA",105,119,112,0.588,0.412,0.622,0.378,3.4,NA,NA,NA,NA,NA,"PPIC",24,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",9,9,0.034,0.449586795471775,0.550413204528225,0.0994786155743259
"122",122,"Field","7/8-14/08","7/8/2008","7/14/2008",672,"LV",30,54,"-","-","4","12","+24D",2008,"CA",113,119,116,0.643,0.357,0.622,0.378,2.1,NA,NA,NA,NA,NA,"Field",24,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",0,0,-0.021,0.449586795471775,0.550413204528225,0.0994786155743259
"123",123,"Zogby (Internet)","6/11-30/08","6/11/2008","6/30/2008",4557,"LV",32,52,"5","1","5","6","+20D",2008,"CA",127,146,136.5,0.619,0.381,0.622,0.378,0.3,NA,NA,NA,NA,NA,"Zogby (Internet)",24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",4,4,0.003,0.449586795471775,0.550413204528225,0.0994786155743259
"124",124,"Rasmussen","6/23/2008","6/23/2008","6/23/2008",500,"LV",30,58,"-","-","5","7","+28D",2008,"CA",134,134,134,0.659,0.341,0.622,0.378,3.7,NA,NA,NA,NA,NA,"Rasmussen",24,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",-4,4,-0.037,0.449586795471775,0.550413204528225,0.0994786155743259
"125",125,"SurveyUSA","6/20-19/08","6/19/2008","6/20/2008",503,"LV",41,53,"-","-","-","6","+12D",2008,"CA",137,138,137.5,0.564,0.436,0.622,0.378,5.8,NA,NA,NA,NA,NA,"SurveyUSA",24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Summer","noncompetitive",12,12,0.058,0.449586795471775,0.550413204528225,0.0994786155743259
"126",126,"Field","5/16-27/08","5/16/2008","5/27/2008",914,"LV",35,52,"-","-","5","8","+17D",2008,"CA",161,172,166.5,0.598,0.402,0.622,0.378,2.4,NA,NA,NA,NA,NA,"Field",24,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",7,7,0.024,0.449586795471775,0.550413204528225,0.0994786155743259
"127",127,"Times/Bloomberg","5/20-21/08","5/20/2008","5/21/2008",705,"RV",40,47,"-","-","-","13","+7D",2008,"CA",167,168,167.5,0.54,0.46,0.622,0.378,8.2,NA,NA,NA,NA,NA,"Times/Bloomberg",24,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",17,17,0.082,0.449586795471775,0.550413204528225,0.0994786155743259
"128",128,"Rasmussen","5/19-20/08","5/19/2008","5/20/2008",500,"LV",38,52,"-","-","7","2","+14D",2008,"CA",168,169,168.5,0.578,0.422,0.622,0.378,4.4,NA,NA,NA,NA,NA,"Rasmussen",24,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",10,10,0.044,0.449586795471775,0.550413204528225,0.0994786155743259
"129",129,"SurveyUSA","5/16-18/08","5/16/2008","5/18/2008",600,"LV",41,49,"-","-","-","10","+8D",2008,"CA",170,172,171,0.544,0.456,0.622,0.378,7.8,NA,NA,NA,NA,NA,"SurveyUSA",24,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Primary","noncompetitive",16,16,0.078,0.449586795471775,0.550413204528225,0.0994786155743259
